"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL311851";"";"None";"510.59";"1";"4.22";"11m";"COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCN[C@H]3CC[C@H](O)CC3)c2c1)C(=O)NC4=O";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"9.29";"0.17";"0.52";"4.87";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL72077";"";"None";"496.57";"0";"4.05";"12j";"COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCN3CCOCC3)c2c1)C(=O)NC4=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL48665";"";"None";"506.51";"1";"4.09";"29c";"COC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)OC2CCCC2Cc2ccc(O)cc2)cc1O";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"13.00";"0.24";"2.50";"4.37";"0";"CHEMBL767981";"Inhibition of Protein Kinase A (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1129461";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL7137";"";"None";"257.25";"0";"1.90";"4b";"COc1cc2cc3c(O)ncnc3nc2cc1OC";"IC50";"'>'";"750000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767992";"Inhibition of cAMP-dependent kinase (Protein kinase A)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128884";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";""
"CHEMBL21078";"";"None";"386.48";"1";"5.51";"14";"Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccs2)n1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL757145";"Inhibition of serine/threonine kinase(PKA)";"B";"BAO_0000224";"protein format";"Oryctolagus cuniculus";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1159186";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";""
"CHEMBL306114";"";"None";"353.38";"0";"4.16";"3q";"Cc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL81315";"";"None";"274.71";"0";"3.07";"34";"CNC(=O)Nc1cc(Cl)cc2c3cc[nH]cc-3nc12";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772598";"Inhibitory activity against protein kinase A.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL44541";"MERIDIANIN C";"None";"289.14";"0";"2.97";"Meridianin C";"Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"21.29";"0.49";"3.18";"9.11";"0";"CHEMBL766370";"Inhibition of PKA (protein kinase A)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1148433";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL418010";"";"None";"411.47";"0";"4.85";"18";"COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL1202927";"";"None";"489.02";"0";"3.82";"18b";"CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1.Cl";"IC50";"'='";"5900.0";"nM";"5.23";"";"";"UO_0000065";"11.55";"0.21";"1.41";"8.82";"0";"CHEMBL769033";"Inhibition of human neutrophil protein kinase A (PKA)";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1126671";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL58436";"";"None";"358.41";"0";"3.56";"20";"c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1";"IC50";"'='";"340000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL80843";"";"None";"322.75";"0";"4.02";"27";"O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1ccncc1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772598";"Inhibitory activity against protein kinase A.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL50226";"";"None";"210.24";"0";"2.21";"Meridianin iso G";"Nc1nccc(-c2cc3ccccc3[nH]2)n1";"IC50";"'='";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL766370";"Inhibition of PKA (protein kinase A)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1148433";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL299707";"";"None";"397.44";"0";"4.54";"27";"COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL56359";"";"None";"373.44";"0";"4.60";"8";"O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL61790";"";"None";"393.32";"0";"4.86";"4k";"O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(C(F)(F)F)ccc3c21";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767988";"Inhibitory activity against Protein kinase A using histone as substrate";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1145043";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL337035";"";"None";"539.66";"1";"4.57";"13";"CNC(=S)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"10.74";"0.20";"1.23";"7.97";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL66071";"";"None";"271.34";"0";"3.98";"15u";"COc1cc(OC)c2cc(-c3ccsc3)cnc2c1";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL676420";"Test for the inhibition of protein kinase A";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127568";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";""
"CHEMBL306611";"";"None";"369.38";"0";"3.86";"3v";"COc1ccc2c(c1)[nH]c1c3ccc4ccn(C)c4c3c3c(c21)C(=O)NC3=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL3613618";"";"None";"412.45";"0";"1.16";"21";"COC(=O)c1cccc(NC(=O)C2(N)CCN(c3cc(NC(C)=O)ncn3)CC2)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3615479";"Inhibition of PKA (unknown origin) by radiometric assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL3611979";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL10";"SB-203580";"None";"377.44";"0";"4.68";"1";"C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"11.40";"0.22";"-0.38";"6.65";"0";"CHEMBL767997";"Inhibition of Protein kinase A";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1132637";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL268368";"STAUROSPORINE AGLYCON";"None";"325.33";"0";"3.84";"4a (Arcyriaflavin A)";"O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL767988";"Inhibitory activity against Protein kinase A using histone as substrate";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1145043";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL293898";"";"None";"418.25";"0";"4.61";"4c";"Cn1c2ccccc2c2c3c(c4c5ccc(Br)cc5[nH]c4c21)C(=O)NC3=O";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL766660";"Inhibitory activity against Protein kinase A (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136337";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL57443";"";"None";"263.30";"0";"2.86";"16";"Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL767983";"Inhibition of protein kinase A (not determined)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL444337";"";"None";"538.60";"1";"4.24";"7";"COC(=O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"10.20";"0.19";"1.25";"6.32";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL73343";"";"None";"427.46";"0";"3.71";"3oo";"COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCCO)c2c1)C(=O)NC4=O";"IC50";"'='";"1040.0";"nM";"5.98";"";"";"UO_0000065";"14.00";"0.26";"2.27";"7.00";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL81838";"";"None";"247.64";"0";"3.23";"16";"O=[N+]([O-])c1cc(Cl)cc2c3cc[nH]cc-3nc12";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772598";"Inhibitory activity against protein kinase A.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL438485";"";"None";"465.55";"1";"5.05";"41";"O=C(N[C@H]1CC[C@H](O)CC1)c1ccc2c(c1)Cc1c(-c3ccc(-c4ccc(O)cc4)cc3)n[nH]c1-2";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL891244";"Inhibition of PKA by radiometric assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147174";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL245212";"";"None";"410.81";"1";"5.12";"10";"N#Cc1cnc2c(F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1";"IC50";"'='";"10300.0";"nM";"4.99";"";"";"UO_0000065";"12.14";"0.23";"-0.13";"5.58";"0";"CHEMBL896200";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1148782";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL210390";"";"None";"409.49";"0";"4.31";"10y";"Nc1cc2cc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)ccc2cn1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"19.77";"0.36";"3.79";"7.87";"0";"CHEMBL861323";"Inhibition of PKA at 5 uM ATP";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL207544";"";"None";"418.50";"0";"4.71";"10e";"C#Cc1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2cnccc2c1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"21.51";"0.38";"4.29";"11.72";"0";"CHEMBL861323";"Inhibition of PKA at 5 uM ATP";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL230232";"";"None";"472.71";"1";"5.14";"51";"N#Cc1cnc2c(Br)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896200";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1148782";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL228042";"";"None";"349.83";"0";"3.98";"18";"CNC(c1ccc(Cl)cc1)c1ccc(-c2ncnc3[nH]cnc23)cc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"22.36";"0.43";"3.84";"11.77";"0";"CHEMBL919347";"Inhibition of PKA by radiometric filter binding assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1139878";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL375509";"";"None";"239.28";"0";"1.74";"7";"CNCc1cccc(-c2ncnc3[nH]cnc23)c1";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"21.98";"0.40";"3.52";"7.91";"0";"CHEMBL919347";"Inhibition of PKA by radiometric filter binding assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1139878";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL376388";"";"None";"239.28";"0";"1.74";"6";"CNCc1ccc(-c2ncnc3[nH]cnc23)cc1";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"22.08";"0.40";"3.54";"7.95";"0";"CHEMBL919347";"Inhibition of PKA by radiometric filter binding assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1139878";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL351282";"";"None";"337.40";"0";"0.67";"14";"COC(=O)CCNCCNS(=O)(=O)c1cccc2cnccc12";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"16.89";"0.34";"5.03";"5.85";"0";"CHEMBL768312";"Inhibition of cAMP-dependent protein kinase (PKA).";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125757";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";""
"CHEMBL106966";"";"None";"418.46";"0";"2.87";"26";"COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767998";"Inhibition of Protein kinase A (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1135502";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";""
"CHEMBL352085";"";"None";"365.41";"0";"0.58";"16";"COC(=O)CCC(=O)NCCNS(=O)(=O)c1cccc2cnccc12";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL768311";"Inhibition of cAMP-dependent Protein Kinase A (no inhibition)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125757";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";""
"CHEMBL72338";"";"None";"363.37";"0";"3.89";"9aa";"O=C(CCc1ccccc1)n1c2cc(O)c(O)cc2c2ccc(O)c(O)c21";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"15.52";"0.29";"1.75";"5.48";"0";"CHEMBL766844";"In vitro inhibitory activity against protein kinase A";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127577";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";""
"CHEMBL368278";"";"None";"385.90";"0";"3.93";"14";"CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21";"IC50";"'='";"130000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767994";"Inhibition of Protein kinase A";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1132163";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";""
"CHEMBL376570";"";"None";"359.43";"0";"3.28";"9i";"Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"20.85";"0.38";"4.21";"8.35";"0";"CHEMBL903965";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1142911";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL374808";"";"None";"451.45";"1";"5.07";"3";"N[C@H](COc1cncc(-c2ccc3[nH]nc(C(F)(F)F)c3c2)c1)Cc1c[nH]c2ccccc12";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"17.27";"0.32";"2.73";"8.42";"0";"CHEMBL903965";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1142911";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL227727";"";"None";"239.28";"0";"1.52";"10";"NCCc1ccc(-c2ncnc3[nH]cnc23)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL919347";"Inhibition of PKA by radiometric filter binding assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1139878";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL129946";"";"None";"494.60";"1";"5.09";"2";"CCN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"11.72";"0.21";"0.71";"9.55";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
